"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.599627040E1,3.982849121E-1,-8.228454590E-1,-2.026977539E-1,9.363716677E-1
4.600130580E1,3.961486816E-1,-8.468017578E-1,-1.702117920E-1,9.502520977E-1
4.600631068E1,3.934936523E-1,-8.675842285E-1,-1.435699463E-1,9.634064446E-1
4.601134608E1,3.876342773E-1,-8.846282959E-1,-1.249389648E-1,9.738774563E-1
4.601635096E1,3.791046143E-1,-8.926086426E-1,-1.158752441E-1,9.766767989E-1
4.602138636E1,3.684539795E-1,-8.926086426E-1,-1.169433594E-1,9.727200384E-1
4.602639124E1,3.578033447E-1,-8.835601807E-1,-1.286621094E-1,9.619021597E-1
4.603142664E1,3.482055664E-1,-8.617248535E-1,-1.488952637E-1,9.412686328E-1
4.603643153E1,3.434143066E-1,-8.223114014E-1,-1.776580811E-1,9.086758611E-1
4.604146693E1,3.434143066E-1,-7.701110840E-1,-2.128143311E-1,8.696518885E-1
4.604650233E1,3.476867676E-1,-7.035369873E-1,-2.506408691E-1,8.238150436E-1
4.605150721E1,3.572692871E-1,-6.241760254E-1,-2.879180908E-1,7.746830844E-1
4.605654261E1,3.727111816E-1,-5.394744873E-1,-3.209381104E-1,7.300326144E-1
4.606154749E1,3.940124512E-1,-4.563903809E-1,-3.491668701E-1,6.967463632E-1
4.606658290E1,4.195861816E-1,-3.775634766E-1,-3.736724854E-1,6.769326916E-1
4.607158778E1,4.446258545E-1,-3.019256592E-1,-3.949737549E-1,6.669749030E-1
4.607662318E1,4.659271240E-1,-2.348175049E-1,-4.141540527E-1,6.661463239E-1
4.608162806E1,4.840393066E-1,-1.804809570E-1,-4.306640625E-1,6.725614923E-1
4.608666346E1,4.973449707E-1,-1.416015625E-1,-4.439849854E-1,6.815612149E-1
4.609166834E1,5.064086914E-1,-1.128387451E-1,-4.508972168E-1,6.873795496E-1
4.609670374E1,5.106658936E-1,-9.046936035E-2,-4.508972168E-1,6.872209689E-1
4.610170863E1,5.106658936E-1,-7.449340820E-2,-4.439849854E-1,6.807727888E-1
4.610674403E1,5.090637207E-1,-6.756591797E-2,-4.333343506E-1,6.719298210E-1
4.611174891E1,5.085296631E-1,-7.077026367E-2,-4.226684570E-1,6.650259191E-1
4.611678431E1,5.106658936E-1,-8.142089844E-2,-4.109497070E-1,6.605215207E-1
4.612178919E1,5.122680664E-1,-9.526062012E-2,-3.971099854E-1,6.551255590E-1
4.612682459E1,5.133361816E-1,-1.107177734E-1,-3.800659180E-1,6.482457580E-1
4.613182948E1,5.143890381E-1,-1.330871582E-1,-3.619537354E-1,6.428987329E-1
4.613686488E1,5.159912109E-1,-1.677093506E-1,-3.438415527E-1,6.423397617E-1
4.614186976E1,5.149230957E-1,-2.177734375E-1,-3.283996582E-1,6.483960210E-1
4.614690516E1,5.090637207E-1,-2.800903320E-1,-3.166809082E-1,6.617274843E-1
4.615191004E1,4.994812012E-1,-3.466644287E-1,-3.070983887E-1,6.811513171E-1
4.615694544E1,4.866943359E-1,-4.132385254E-1,-3.028259277E-1,7.066406428E-1
4.616195033E1,4.749755859E-1,-4.803619385E-1,-3.065643311E-1,7.418430348E-1
4.616698573E1,4.648590088E-1,-5.469360352E-1,-3.150787354E-1,7.839053094E-1
4.617199061E1,4.526062012E-1,-6.065979004E-1,-3.252105713E-1,8.237568220E-1
4.617702601E1,4.376983643E-1,-6.550598145E-1,-3.342590332E-1,8.558109136E-1
4.618203089E1,4.211883545E-1,-6.907501221E-1,-3.406524658E-1,8.778265567E-1
4.618706629E1,4.051971436E-1,-7.141876221E-1,-3.422546387E-1,8.895993044E-1
4.619207118E1,3.934936523E-1,-7.243041992E-1,-3.385162354E-1,8.910931876E-1
4.619710658E1,3.833618164E-1,-7.243041992E-1,-3.283996582E-1,8.828528704E-1
4.620211146E1,3.732452393E-1,-7.264404297E-1,-3.140106201E-1,8.750030720E-1
4.620714686E1,3.604583740E-1,-7.333526611E-1,-2.975006104E-1,8.696223193E-1
4.621215174E1,3.450164795E-1,-7.461395264E-1,-2.804565430E-1,8.685714918E-1
4.621718714E1,3.274383545E-1,-7.626495361E-1,-2.639465332E-1,8.709293676E-1
4.622219203E1,3.077392578E-1,-7.882232666E-1,-2.474365234E-1,8.816031998E-1
4.622722743E1,2.858886719E-1,-8.212432861E-1,-2.330627441E-1,9.002727978E-1
4.623223231E1,2.624664307E-1,-8.611907959E-1,-2.192077637E-1,9.266014558E-1
4.623726771E1,2.352905273E-1,-9.048614502E-1,-2.074890137E-1,9.576991005E-1
4.624227259E1,2.028045654E-1,-9.528045654E-1,-1.995086670E-1,9.943691165E-1
4.624730799E1,1.724395752E-1,-9.996795654E-1,-1.979064941E-1,1.033567425E0
4.625231288E1,1.399536133E-1,-1.040679932E0,-2.048339844E-1,1.069840500E0
4.625734828E1,1.106567383E-1,-1.071578979E0,-2.197418213E-1,1.099460273E0
4.626235316E1,8.721923828E-2,-1.093948364E0,-2.421112061E-1,1.123809617E0
4.626738856E1,6.805419922E-2,-1.105133057E0,-2.703399658E-1,1.139751791E0
4.627242396E1,5.419921875E-2,-1.108856201E0,-3.023071289E-1,1.150603855E0
4.627742884E1,4.248046875E-2,-1.110458374E0,-3.363952637E-1,1.161070267E0
4.628246424E1,2.864074707E-2,-1.112060547E0,-3.720703125E-1,1.173002673E0
4.628746912E1,1.106262207E-2,-1.117385864E0,-4.072265625E-1,1.189330494E0
4.629250453E1,-1.025390625E-2,-1.127502441E0,-4.418487549E-1,1.211031470E0
4.629750941E1,-3.262329102E-2,-1.135498047E0,-4.700775146E-1,1.229387231E0
4.630254481E1,-5.125427246E-2,-1.135498047E0,-4.913787842E-1,1.238319799E0
4.630754969E1,-6.671142578E-2,-1.131240845E0,-5.036315918E-1,1.240081063E0
4.631258509E1,-7.789611816E-2,-1.130172729E0,-5.089569092E-1,1.241932099E0
4.631758998E1,-8.908081055E-2,-1.128570557E0,-5.078887939E-1,1.240789232E0
4.632262538E1,-1.050567627E-1,-1.120056152E0,-5.009765625E-1,1.231478877E0
4.632763026E1,-1.290283203E-1,-1.101943970E0,-4.908447266E-1,1.213201288E0
4.633266566E1,-1.599121094E-1,-1.084365845E0,-4.791412354E-1,1.196243074E0
4.633767054E1,-1.897430420E-1,-1.085968018E0,-4.700775146E-1,1.198458104E0
4.634270594E1,-2.115783691E-1,-1.111526489E0,-4.652862549E-1,1.223416463E0
4.634771082E1,-2.238311768E-1,-1.149337769E0,-4.668884277E-1,1.260580226E0
4.635274623E1,-2.291564941E-1,-1.193023682E0,-4.759368896E-1,1.304735271E0
4.635775111E1,-2.312927246E-1,-1.246276855E0,-4.903259277E-1,1.359088607E0
4.636278651E1,-2.355499268E-1,-1.307006836E0,-5.025634766E-1,1.419972072E0
4.636779139E1,-2.419433594E-1,-1.360794067E0,-5.089569092E-1,1.472865988E0
4.637282679E1,-2.509918213E-1,-1.398086548E0,-5.121612549E-1,1.509951006E0
4.637783167E1,-2.621765137E-1,-1.426315308E0,-5.132293701E-1,1.538348552E0
4.638286707E1,-2.749633789E-1,-1.467330933E0,-5.126953125E-1,1.578455387E0
4.638787196E1,-2.893524170E-1,-1.531768799E0,-5.100250244E-1,1.640172552E0
4.639290736E1,-3.079833984E-1,-1.618591309E0,-5.036315918E-1,1.722886061E0
4.639791224E1,-3.330230713E-1,-1.713928223E0,-4.919128418E-1,1.813954950E0
4.640294764E1,-3.639221191E-1,-1.809814453E0,-4.716796875E-1,1.905347578E0
4.640795252E1,-3.921508789E-1,-1.907272339E0,-4.461059570E-1,1.997618735E0
4.641298792E1,-4.139862061E-1,-1.998367310E0,-4.173431396E-1,2.083034272E0
4.641799281E1,-4.304962158E-1,-2.073989868E0,-3.864593506E-1,2.153163207E0
4.642302821E1,-4.443511963E-1,-2.137374878E0,-3.555603027E-1,2.211841424E0
4.642803309E1,-4.587249756E-1,-2.195968628E0,-3.262634277E-1,2.266970366E0
4.643306849E1,-4.763031006E-1,-2.258285522E0,-2.969665527E-1,2.326995333E0
4.643807337E1,-4.976043701E-1,-2.324325562E0,-2.687377930E-1,2.392137000E0
4.644310877E1,-5.157165527E-1,-2.391448975E0,-2.405090332E-1,2.458218126E0
4.644811366E1,-5.252990723E-1,-2.461746216E0,-2.106933594E-1,2.525970158E0
4.645314906E1,-5.285034180E-1,-2.532058716E0,-1.776580811E-1,2.592720501E0
4.645815394E1,-5.300903320E-1,-2.598098755E0,-1.393127441E-1,2.655281707E0
4.646318934E1,-5.269012451E-1,-2.655624390E0,-9.138488770E-2,2.708932819E0
4.646819422E1,-5.141143799E-1,-2.706222534E0,-3.544616699E-2,2.754852161E0
4.647322962E1,-4.864196777E-1,-2.758956909E0,2.420043945E-2,2.801612570E0
4.647823451E1,-4.400787354E-1,-2.819152832E0,8.172607422E-2,2.854465122E0
4.648326991E1,-3.804321289E-1,-2.893707275E0,1.302032471E-1,2.921510446E0
4.648830531E1,-3.165130615E-1,-2.983200073E0,1.626892090E-1,3.004352006E0
4.649331019E1,-2.712402344E-1,-3.078536987E0,1.781311035E-1,3.095592340E0
4.649834559E1,-2.723083496E-1,-3.182937622E0,1.728057861E-1,3.199235156E0
4.650335047E1,-3.292999268E-1,-3.325149536E0,1.445770264E-1,3.344541881E0
4.650838587E1,-4.288940430E-1,-3.534469604E0,9.184265137E-2,3.561581188E0
4.651339076E1,-5.514068604E-1,-3.804519653E0,2.580261230E-2,3.844357566E0
4.651842616E1,-6.882934570E-1,-4.106521606E0,-4.023742676E-2,4.163998876E0
4.652343104E1,-8.352966309E-1,-4.422897339E0,-9.190368652E-2,4.502020393E0
4.652846644E1,-9.870910645E-1,-4.752593994E0,-1.201324463E-1,4.855505149E0
4.653347132E1,-1.141021729E0,-5.092956543E0,-1.158752441E-1,5.220494613E0
4.653850672E1,-1.296020508E0,-5.424789429E0,-7.167053223E-2,5.577915934E0
4.654351161E1,-1.439834595E0,-5.726791382E0,1.301574707E-2,5.905034513E0
4.654854701E1,-1.558074951E0,-5.975524902E0,1.302032471E-1,6.176685867E0
4.655355189E1,-1.640106201E0,-6.142242432E0,2.697448730E-1,6.363163736E0
4.655858729E1,-1.681121826E0,-6.206161499E0,4.172821045E-1,6.443348159E0
4.656359217E1,-1.682708740E0,-6.164611816E0,5.579071045E-1,6.414453047E0
4.656862757E1,-1.649154663E0,-6.033050537E0,6.809387207E-1,6.291350207E0
4.657363246E1,-1.587371826E0,-5.838638306E0,7.768096924E-1,6.100236051E0
4.657866786E1,-1.499481201E0,-5.594696045E0,8.396606445E-1,5.852700036E0
4.658367274E1,-1.398818970E0,-5.310806274E0,8.609619141E-1,5.559011892E0
4.658870814E1,-1.300277710E0,-5.014129639E0,8.327331543E-1,5.246490509E0
4.659371302E1,-1.209732056E0,-4.732360840E0,7.533721924E-1,4.942293033E0
4.659874842E1,-1.131439209E0,-4.485748291E0,6.276702881E-1,4.668625323E0
4.660375331E1,-1.066452026E0,-4.286544800E0,4.716186523E-1,4.442320384E0
4.660878870E1,-1.015319824E0,-4.136871338E0,3.049011230E-1,4.270543702E0
4.661379359E1,-9.801788330E-1,-4.031417847E0,1.440429688E-1,4.151364688E0
4.661882899E1,-9.535369873E-1,-3.962173462E0,7.629394531E-4,4.075297770E0
4.662383387E1,-9.348907471E-1,-3.926483154E0,-1.212005615E-1,4.038066399E0
4.662886927E1,-9.237060547E-1,-3.922760010E0,-2.202758789E-1,4.036062491E0
4.663387415E1,-9.258422852E-1,-3.953125000E0,-2.985687256E-1,4.071059381E0
4.663890956E1,-9.487457275E-1,-4.027160645E0,-3.571624756E-1,4.152795004E0
4.664391444E1,-9.929504395E-1,-4.152862549E0,-3.965759277E-1,4.288296910E0
4.664894984E1,-1.057403564E0,-4.330749512E0,-4.168090820E-1,4.477412583E0
4.665395472E1,-1.136230469E0,-4.551269531E0,-4.184112549E-1,4.709579812E0
4.665899012E1,-1.219329834E0,-4.791488647E0,-4.013671875E-1,4.960466140E0
4.666399500E1,-1.300277710E0,-5.029037476E0,-3.699493408E-1,5.207571658E0
4.666903040E1,-1.375381470E0,-5.247955322E0,-3.326568604E-1,5.435381297E0
4.667403529E1,-1.436630249E0,-5.430114746E0,-2.975006104E-1,5.624816374E0
4.667907069E1,-1.481918335E0,-5.564331055E0,-2.682189941E-1,5.764529770E0
4.668407557E1,-1.514404297E0,-5.641571045E0,-2.501068115E-1,5.846648411E0
4.668911097E1,-1.537307739E0,-5.663940430E0,-2.453155518E-1,5.873986380E0
4.669411585E1,-1.550094604E0,-5.640502930E0,-2.532958984E-1,5.855102509E0
4.669915125E1,-1.553283691E0,-5.581909180E0,-2.740631104E-1,5.800475059E0
4.670418665E1,-1.551147461E0,-5.492431641E0,-3.049621582E-1,5.715405995E0
4.670919154E1,-1.542098999E0,-5.383239746E0,-3.438415527E-1,5.610308949E0
4.671422694E1,-1.528778076E0,-5.262863159E0,-3.891143799E-1,5.494206134E0
4.671923182E1,-1.513870239E0,-5.139831543E0,-4.423828125E-1,5.376371820E0
4.672426722E1,-1.497360229E0,-5.022109985E0,-5.020446777E-1,5.264572653E0
4.672927210E1,-1.481918335E0,-4.917724609E0,-5.643615723E-1,5.167068924E0
4.673430750E1,-1.472320557E0,-4.830902100E0,-6.250762939E-1,5.088817475E0
4.673931239E1,-1.468063354E0,-4.762191772E0,-6.799316406E-1,5.029511659E0
4.674434779E1,-1.464874268E0,-4.708389282E0,-7.262725830E-1,4.984200850E0
4.674935267E1,-1.463272095E0,-4.661514282E0,-7.651519775E-1,4.945334991E0
4.675438807E1,-1.464340210E0,-4.621047974E0,-7.960510254E-1,4.912440723E0
4.675939295E1,-1.468063354E0,-4.592285156E0,-8.210906982E-1,4.890652605E0
4.676442835E1,-1.471786499E0,-4.577362061E0,-8.413238525E-1,4.881211403E0
4.676943324E1,-1.477645874E0,-4.572036743E0,-8.567657471E-1,4.880676680E0
4.677446864E1,-1.485641479E0,-4.570968628E0,-8.679504395E-1,4.884078497E0
4.677947352E1,-1.494155884E0,-4.570968628E0,-8.738098145E-1,4.887719263E0
4.678450892E1,-1.504287720E0,-4.574707031E0,-8.748779297E-1,4.894510942E0
4.678951380E1,-1.519195557E0,-4.586959839E0,-8.700866699E-1,4.909705339E0
4.679454920E1,-1.536773682E0,-4.609329224E0,-8.610382080E-1,4.934468161E0
4.679955409E1,-1.555419922E0,-4.642349243E0,-8.471832275E-1,4.968748036E0
4.680458949E1,-1.573516846E0,-4.679092407E0,-8.296051025E-1,5.005807192E0
4.680959437E1,-1.590042114E0,-4.715850830E0,-8.083038330E-1,5.041908177E0
4.681462977E1,-1.604415894E0,-4.749404907E0,-7.848663330E-1,5.074151406E0
4.681963465E1,-1.615600586E0,-4.779769897E0,-7.587585449E-1,5.102164252E0
4.682467005E1,-1.620391846E0,-4.804260254E0,-7.332000732E-1,5.122906272E0
4.682967494E1,-1.619857788E0,-4.817047119E0,-7.097625732E-1,5.131436944E0
4.683471034E1,-1.615600586E0,-4.816513062E0,-6.895294189E-1,5.126832760E0
4.683971522E1,-1.605484009E0,-4.805862427E0,-6.740722656E-1,5.111581554E0
4.684475062E1,-1.588439941E0,-4.785629272E0,-6.634216309E-1,5.085815298E0
4.684975550E1,-1.564468384E0,-4.753128052E0,-6.554412842E-1,5.046720804E0
4.685479090E1,-1.538375854E0,-4.709457397E0,-6.479797363E-1,4.996545505E0
4.685979578E1,-1.508010864E0,-4.654602051E0,-6.415863037E-1,4.934678308E0
4.686483119E1,-1.472854614E0,-4.591217041E0,-6.351928711E-1,4.863336778E0
4.686983607E1,-1.433975220E0,-4.520904541E0,-6.293334961E-1,4.784445992E0
4.687487147E1,-1.392959595E0,-4.445266724E0,-6.240081787E-1,4.700012647E0
4.687987635E1,-1.354080200E0,-4.363250732E0,-6.208190918E-1,4.610521282E0
4.688491175E1,-1.317321777E0,-4.273239136E0,-6.181488037E-1,4.514201737E0
4.688991664E1,-1.280044556E0,-4.173629761E0,-6.144256592E-1,4.408539252E0
4.689495204E1,-1.239562988E0,-4.063903809E0,-6.085662842E-1,4.292107115E0
4.689995692E1,-1.192153931E0,-3.947799683E0,-6.016387939E-1,4.167531952E0
4.690499232E1,-1.137298584E0,-3.828491211E0,-5.931243896E-1,4.037646538E0
4.690999720E1,-1.079238892E0,-3.704910278E0,-5.824584961E-1,3.902611261E0
4.691503260E1,-1.022247314E0,-3.578674316E0,-5.686187744E-1,3.765000232E0
4.692006800E1,-9.689788818E-1,-3.452438354E0,-5.552978516E-1,3.628581867E0
4.692507289E1,-9.157257080E-1,-3.329406738E0,-5.446472168E-1,3.495732168E0
4.693010828E1,-8.603363037E-1,-3.209564209E0,-5.387878418E-1,3.366269939E0
4.693511317E1,-8.033447266E-1,-3.088653564E0,-5.361328125E-1,3.236136892E0
4.694014857E1,-7.458190918E-1,-2.966156006E0,-5.366516113E-1,3.105208934E0
4.694515345E1,-6.866912842E-1,-2.840988159E0,-5.387878418E-1,2.972044915E0
4.695018885E1,-6.254425049E-1,-2.712615967E0,-5.425109863E-1,2.836156181E0
4.695519374E1,-5.636596680E-1,-2.581588745E0,-5.473175049E-1,2.698493862E0
4.696022914E1,-5.018615723E-1,-2.451095581E0,-5.531768799E-1,2.562369849E0
4.696523402E1,-4.416809082E-1,-2.323791504E0,-5.574340820E-1,2.430189650E0
4.697026942E1,-3.830871582E-1,-2.201293945E0,-5.585021973E-1,2.303122990E0
4.697527430E1,-3.276977539E-1,-2.081451416E0,-5.563659668E-1,2.179304684E0
4.698030970E1,-2.749633789E-1,-1.966400146E0,-5.499725342E-1,2.060292257E0
4.698531458E1,-2.270355225E-1,-1.856140137E0,-5.403900146E-1,1.946489842E0
4.699034998E1,-1.833496094E-1,-1.756011963E0,-5.270690918E-1,1.842551742E0
4.699535487E1,-1.466064453E-1,-1.664932251E0,-5.100250244E-1,1.747460551E0
4.700039027E1,-1.199645996E-1,-1.580780029E0,-4.919128418E-1,1.659890132E0
4.700539515E1,-9.706115723E-2,-1.504608154E0,-4.732818604E-1,1.580272852E0
4.701043055E1,-7.522583008E-2,-1.430038452E0,-4.546356201E-1,1.502452145E0
4.701543543E1,-5.232238770E-2,-1.352813721E0,-4.365234375E-1,1.422461004E0
4.702047083E1,-2.729797363E-2,-1.270248413E0,-4.184112549E-1,1.337663705E0
4.702547572E1,-1.220703125E-4,-1.184494019E0,-4.019012451E-1,1.250820013E0
4.703051112E1,3.076171875E-2,-1.098205566E0,-3.864593506E-1,1.164625510E0
4.703551600E1,6.431579590E-2,-1.012451172E0,-3.736724854E-1,1.081122113E0
4.704055140E1,9.893798828E-2,-9.293670654E-1,-3.635559082E-1,1.002838355E0
4.704555628E1,1.319580078E-1,-8.521423340E-1,-3.571624756E-1,9.333405098E-1
4.705059168E1,1.628570557E-1,-7.807617188E-1,-3.544921875E-1,8.727977962E-1
4.705559657E1,1.921539307E-1,-7.157745361E-1,-3.555603027E-1,8.219972315E-1
4.706063197E1,2.203826904E-1,-6.593170166E-1,-3.576965332E-1,7.818019369E-1
4.706563685E1,2.454223633E-1,-6.081848145E-1,-3.603515625E-1,7.483142078E-1
4.707067225E1,2.683258057E-1,-5.634460449E-1,-3.624877930E-1,7.217115654E-1
4.707567713E1,2.890930176E-1,-5.229644775E-1,-3.640899658E-1,6.997343216E-1
4.708071253E1,3.082580566E-1,-4.910125732E-1,-3.651580811E-1,6.851691767E-1
4.708571742E1,3.258361816E-1,-4.654388428E-1,-3.630218506E-1,6.742309676E-1
4.709075282E1,3.423614502E-1,-4.483947754E-1,-3.592987061E-1,6.688533452E-1
4.709575770E1,3.578033447E-1,-4.388122559E-1,-3.534393311E-1,6.674569575E-1
4.710079310E1,3.700561523E-1,-4.356231689E-1,-3.443756104E-1,6.673107688E-1
4.710579798E1,3.785705566E-1,-4.409484863E-1,-3.305358887E-1,6.685844806E-1
4.711083338E1,3.817749023E-1,-4.542541504E-1,-3.134918213E-1,6.711006118E-1
4.711583827E1,3.807067871E-1,-4.760894775E-1,-2.937774658E-1,6.766860777E-1
4.712087367E1,3.785705566E-1,-5.048522949E-1,-2.740631104E-1,6.879695447E-1
4.712590907E1,3.743133545E-1,-5.389404297E-1,-2.548980713E-1,7.039462343E-1
4.713091395E1,3.695220947E-1,-5.778350830E-1,-2.346496582E-1,7.249140802E-1
4.713594935E1,3.641967773E-1,-6.183166504E-1,-2.133483887E-1,7.486469847E-1
4.714095423E1,3.551330566E-1,-6.593170166E-1,-1.904449463E-1,7.727144970E-1
4.714598963E1,3.444824219E-1,-7.035369873E-1,-1.675415039E-1,8.010634101E-1
4.715099452E1,3.322296143E-1,-7.472076416E-1,-1.462402344E-1,8.307117324E-1
4.715602992E1,3.199768066E-1,-7.903442383E-1,-1.265258789E-1,8.619965022E-1
4.716103480E1,3.056030273E-1,-8.324279785E-1,-1.094818115E-1,8.934852079E-1
4.716607020E1,2.944183350E-1,-8.739776611E-1,-9.457397461E-2,9.270724593E-1
4.717107508E1,2.853698730E-1,-9.128570557E-1,-7.966613770E-2,9.597346831E-1
4.717611048E1,2.747039795E-1,-9.469451904E-1,-6.420898438E-2,9.880740173E-1
4.718111537E1,2.640533447E-1,-9.730377197E-1,-4.769897461E-2,1.009357105E0
4.718615077E1,2.550048828E-1,-9.922180176E-1,-3.172302246E-2,1.024953870E0
4.719115565E1,2.486114502E-1,-1.003402710E0,-1.681518555E-2,1.033879781E0
4.719619105E1,2.475433350E-1,-1.006591797E0,-2.426147461E-3,1.036586048E0
4.720119593E1,2.539367676E-1,-1.003936768E0,1.089477539E-2,1.035611709E0
4.720623133E1,2.629852295E-1,-9.964752197E-1,2.473449707E-2,1.030890823E0
4.721123622E1,2.715148926E-1,-9.874267578E-1,3.805541992E-2,1.024782979E0
4.721627162E1,2.763061523E-1,-9.826354980E-1,4.870605469E-2,1.021905031E0
4.722127650E1,2.779083252E-1,-9.858245850E-1,5.722045898E-2,1.025844691E0
4.722631190E1,2.784423828E-1,-9.932861328E-1,6.307983398E-2,1.033502089E0
4.723131678E1,2.789764404E-1,-1.003402710E0,6.681823730E-2,1.043604106E0
4.723635218E1,2.800292969E-1,-1.011398315E0,6.947326660E-2,1.051745927E0
4.724135706E1,2.832336426E-1,-1.015655518E0,7.054138184E-2,1.056765590E0
4.724639246E1,2.885589600E-1,-1.015121460E0,7.000732422E-2,1.057657259E0
4.725139735E1,2.933502197E-1,-1.010864258E0,6.947326660E-2,1.054858964E0
4.725643275E1,2.976074219E-1,-1.005004883E0,6.947326660E-2,1.050443491E0
4.726143763E1,2.986755371E-1,-9.991455078E-1,7.054138184E-2,1.045215245E0
4.726647303E1,2.954864502E-1,-9.943542480E-1,7.160949707E-2,1.039798314E0
4.727147791E1,2.906951904E-1,-9.900817871E-1,7.533264160E-2,1.034621016E0
4.727651332E1,2.821655273E-1,-9.815673828E-1,7.958984375E-2,1.024415177E0
4.728151820E1,2.672576904E-1,-9.671783447E-1,8.332824707E-2,1.006878454E0
4.728655360E1,2.571258545E-1,-9.517364502E-1,8.598327637E-2,9.896004747E-1
4.729155848E1,2.581939697E-1,-9.282989502E-1,8.758544922E-2,9.675093167E-1
4.729659388E1,2.651214600E-1,-8.872833252E-1,8.865356445E-2,9.302798193E-1
4.730159876E1,2.757720947E-1,-8.292388916E-1,8.972167969E-2,8.784858379E-1
4.730663416E1,2.901611328E-1,-7.557220459E-1,9.025573730E-2,8.145277109E-1
4.731163905E1,3.109283447E-1,-6.694488525E-1,8.972167969E-2,7.435645107E-1
4.731667445E1,3.359680176E-1,-5.698394775E-1,8.598327637E-2,6.670717074E-1
4.732167933E1,3.679199219E-1,-4.579925537E-1,7.853698730E-2,5.926974832E-1
4.732671473E1,4.073333740E-1,-3.360137939E-1,6.840515137E-2,5.324518871E-1
4.733175013E1,4.531402588E-1,-2.065887451E-1,5.349731445E-2,5.008761987E-1
4.733675501E1,5.021362305E-1,-7.289123535E-2,3.591918945E-2,5.086689634E-1
4.734179041E1,5.511474609E-1,5.813598633E-2,1.622009277E-2,5.544424298E-1
4.734679530E1,5.985565186E-1,1.800994873E-1,-4.562377930E-3,6.250812319E-1
4.735183070E1,6.454162598E-1,2.903594971E-1,-2.586364746E-2,7.081946866E-1
4.735683558E1,6.928253174E-1,3.905029297E-1,-4.823303223E-2,7.967596149E-1
4.736187098E1,7.380981445E-1,4.847717285E-1,-7.060241699E-2,8.858765157E-1
4.736687586E1,7.769775391E-1,5.705261230E-1,-9.190368652E-2,9.683183572E-1
4.737191126E1,8.142700195E-1,6.440277100E-1,-1.126861572E-1,1.044272726E0
4.737691615E1,8.499450684E-1,7.031555176E-1,-1.329193115E-1,1.111081385E0
4.738195155E1,8.792419434E-1,7.510833740E-1,-1.510314941E-1,1.166191726E0
4.738695643E1,8.973541260E-1,7.862396240E-1,-1.654205322E-1,1.204483759E0
4.739199183E1,8.941650391E-1,8.075408936E-1,-1.739349365E-1,1.217335933E0
4.739699671E1,8.611450195E-1,8.038177490E-1,-1.776580811E-1,1.191325359E0
4.740203211E1,7.732543945E-1,7.457580566E-1,-1.771240234E-1,1.088783889E0
4.740703700E1,6.336975098E-1,5.912933350E-1,-1.686096191E-1,8.829663332E-1
4.741207240E1,4.946899414E-1,4.261779785E-1,-1.537017822E-1,6.707980660E-1
4.741707728E1,4.020080566E-1,3.915557861E-1,-1.616821289E-1,5.840098647E-1
4.742211268E1,3.716430664E-1,4.954223633E-1,-2.229309082E-1,6.582249438E-1
4.742711756E1,3.998718262E-1,6.626739502E-1,-3.326568604E-1,8.424338718E-1
4.743215296E1,4.882965088E-1,8.144683838E-1,-4.535675049E-1,1.052385723E0
4.743715785E1,6.017456055E-1,9.423065186E-1,-5.552978516E-1,1.248356941E0
4.744219325E1,7.072143555E-1,1.028594971E0,-6.309356689E-1,1.398656347E0
4.744719813E1,8.036193848E-1,1.061080933E0,-6.799316406E-1,1.494658455E0
4.745223353E1,8.946990967E-1,1.055755615E0,-7.028350830E-1,1.552122272E0
4.745723841E1,9.660644531E-1,1.046173096E0,-7.033691406E-1,1.588233869E0
4.746227381E1,1.006546021E0,1.044036865E0,-6.873931885E-1,1.604885436E0
4.746727870E1,1.028381348E0,1.028594971E0,-6.650238037E-1,1.599322503E0
4.747231410E1,1.048095703E0,9.731903076E-1,-6.421203613E-1,1.567776303E0
4.747731898E1,1.063003540E0,8.730621338E-1,-6.256103516E-1,1.511159266E0
4.748235438E1,1.060348511E0,7.425689697E-1,-6.144256592E-1,1.432922374E0
4.748735926E1,1.035842896E0,5.950317383E-1,-6.053619385E-1,1.339214826E0
4.749239466E1,1.001220703E0,4.474945068E-1,-5.893859863E-1,1.245018101E0
4.749739954E1,9.649963379E-1,3.196563721E-1,-5.590362549E-1,1.160137777E0
4.750243495E1,9.341125488E-1,2.301788330E-1,-5.121612549E-1,1.089888848E0
4.750743983E1,9.085388184E-1,1.849060059E-1,-4.477081299E-1,1.029599721E0
4.751247523E1,8.946990967E-1,1.774444580E-1,-3.726043701E-1,9.852954003E-1
4.751748011E1,8.930969238E-1,1.918182373E-1,-2.948455811E-1,9.598699225E-1
4.752251551E1,9.016113281E-1,2.104644775E-1,-2.287902832E-1,9.536997835E-1
4.752752040E1,9.122772217E-1,2.227172852E-1,-1.781921387E-1,9.558269491E-1
4.753255580E1,9.160003662E-1,2.275085449E-1,-1.419830322E-1,9.544506223E-1
4.753759120E1,9.101409912E-1,2.253875732E-1,-1.174774170E-1,9.449640869E-1
4.754259608E1,8.914947510E-1,2.131347656E-1,-1.052246094E-1,9.226383570E-1
4.754763148E1,8.675231934E-1,1.918182373E-1,-1.036224365E-1,8.944989304E-1
4.755263636E1,8.430328369E-1,1.705169678E-1,-1.105499268E-1,8.671803081E-1
